full_path,marginal_labels
./PNGImages/000249.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000251.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000255.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000256.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000257.png,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
./PNGImages/000260.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000262.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000263.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000264.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000265.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000266.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000267.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000268.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000270.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000271.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000274.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000277.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000281.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000282.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000283.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000288.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000289.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000293.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000294.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]"
./PNGImages/000298.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000301.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000303.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000307.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000308.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000309.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000310.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000313.png,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000314.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000315.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000316.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000318.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000321.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000326.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000328.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000330.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000331.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000332.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000335.png,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]"
./PNGImages/000336.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000337.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000341.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000342.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000343.png,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000344.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000347.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000351.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000352.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000353.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000355.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000358.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000359.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000360.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000364.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000365.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000366.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000367.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000368.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000370.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000374.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000375.png,"[1, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000377.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000378.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000381.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000387.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000388.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000390.png,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0]"
./PNGImages/000392.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000393.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000395.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000397.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000399.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000400.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000402.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000403.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000407.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000411.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000415.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000419.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000421.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000424.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000425.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000426.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000429.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000430.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000431.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000432.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000435.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]"
./PNGImages/000438.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000440.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000441.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000443.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000444.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000448.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000449.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000452.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000453.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000457.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000458.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000461.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000462.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000466.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
./PNGImages/000468.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000470.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000471.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000474.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000476.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000482.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000484.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000488.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000490.png,"[0, 1, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000492.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000493.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000494.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000495.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000499.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000500.png,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000501.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000502.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000506.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000508.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000511.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000514.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000515.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000519.png,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
./PNGImages/000520.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000522.png,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000524.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000525.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000529.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000530.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000535.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000536.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000537.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000540.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000541.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000546.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000547.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000550.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000552.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000554.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000557.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000559.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000562.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000563.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000566.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000567.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000568.png,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
./PNGImages/000571.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000572.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000573.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000574.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000577.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000579.png,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
./PNGImages/000580.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000581.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
./PNGImages/000583.png,"[0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
./PNGImages/000584.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000591.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000592.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000595.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000596.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000597.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
./PNGImages/000598.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000600.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]"
./PNGImages/000601.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000604.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000608.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000610.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000612.png,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
./PNGImages/000614.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000616.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000618.png,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
./PNGImages/000620.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000622.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
./PNGImages/000623.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
./PNGImages/000625.png,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
./PNGImages/000626.png,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
./PNGImages/000630.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
./PNGImages/000633.png,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
